2.042270000000000000e+05;8.153000000000000000e+03;9.628800000000000000e+04
2.968500000000000000e+04;1.135810000000000000e+05;1.043100000000000000e+05
4.210300000000000000e+04;1.110400000000000000e+04;6.571260000000000000e+05
